,enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
2173,32756,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Funded Startup,1,132
2174,27855,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,44
2175,32136,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,1,123
2176,159,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,>4,28
2177,32352,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,32
2178,30517,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,50-99,Public Sector,2,116
2179,6108,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,101
2180,8931,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,42
2181,16408,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Public Sector,1,28
2182,24913,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,1,58
2183,2230,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,192
2184,24114,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,20,100-500,Public Sector,>4,109
2185,26533,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,127
2186,1421,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,110
2187,2950,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,6
2188,3132,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,1,48
2189,9749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,286
2190,32973,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,109
2191,32897,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,4,55
2192,27829,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,19
2193,11294,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,11,1000-4999,Pvt Ltd,2,63
2194,21460,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,11,100-500,NGO,never,15
2195,20940,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,73
2196,20724,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,<10,Pvt Ltd,4,158
2197,8500,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,17,100-500,Pvt Ltd,4,24
2198,13552,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,13
2199,28989,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,12
2200,25659,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,6
2201,7090,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,103
2202,13356,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,15
2203,22300,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,146
2204,12128,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,156
2205,14476,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,>4,39
2206,14273,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,130
2207,11236,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Funded Startup,1,127
2208,28118,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,12
2209,5610,city_123,0.738,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1,60
2210,1763,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,13
2211,3256,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,2,224
2212,16984,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,47
2213,3342,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,Pvt Ltd,1,52
2214,9531,city_28,0.9390000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,1,58
2215,3239,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,65
2216,2014,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,44
2217,31274,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,86
2218,7378,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,108
2219,24862,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,58
2220,4937,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,17,50-99,Pvt Ltd,1,17
2221,9727,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,5000-9999,Pvt Ltd,4,21
2222,5476,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,4,47
2223,32431,city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Funded Startup,4,109
2224,17699,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,3,43
2225,9715,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,1,20
2226,11079,city_103,0.92,Female,No relevent experience,Part time course,Graduate,Other,9,500-999,Pvt Ltd,4,78
2227,2054,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,56
2228,27381,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,49
2229,23491,city_16,0.91,Male,Has relevent experience,Part time course,Phd,Humanities,3,100-500,Pvt Ltd,1,44
2230,9875,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,120
2231,1701,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,55
2232,25560,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,3,20
2233,28194,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,>4,52
2234,30171,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,9
2235,5966,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,130
2236,20241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,1,150
2237,991,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,3,90
2238,16860,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,100-500,Public Sector,1,12
2239,8048,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,8
2240,17086,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,87
2241,11210,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,4,55
2242,20085,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,18
2243,22890,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,10,10/49,Pvt Ltd,>4,6
2244,11813,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,18,<10,Pvt Ltd,1,77
2245,6134,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,52
2246,2439,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,1,36
2247,26615,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,67
2248,29019,city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,2
2249,3586,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,12
2250,2494,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,160
2251,11102,city_80,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,294
2252,26347,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,160
2253,15255,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,13,100-500,Pvt Ltd,2,62
2254,1643,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,320
2255,23741,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,2,89
2256,9247,city_102,0.804,Male,Has relevent experience,Full time course,Phd,STEM,15,50-99,Pvt Ltd,2,45
2257,30401,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,214
2258,17234,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,1,50
2259,3363,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,62
2260,1324,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,30
2261,15808,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,100-500,Pvt Ltd,1,56
2262,24092,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Funded Startup,2,6
2263,33058,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,74
2264,24257,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,50-99,Pvt Ltd,>4,67
2265,836,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,86
2266,33313,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,102
2267,15189,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,2,20
2268,27151,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,55
2269,24027,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,28
2270,28879,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,2,72
2271,27575,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,>4,43
2272,5608,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Funded Startup,3,7
2273,31187,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,NGO,2,68
2274,4258,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10/49,Pvt Ltd,1,23
2275,25075,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,17
2276,9292,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,2,122
2277,13236,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Public Sector,>4,29
2278,14808,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,2,106
2279,4972,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,166
2280,16531,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,1,20
2281,591,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,1,136
2282,30372,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,9,10000+,Pvt Ltd,3,45
2283,16810,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,Other,9,100-500,Pvt Ltd,1,336
2284,9557,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,9,100-500,Public Sector,1,46
2285,22418,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,4,18
2286,6138,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,9
2287,32488,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,24
2288,21767,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,92
2289,24389,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,26
2290,10419,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,4,20
2291,2993,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,4
2292,3276,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,>4,10
2293,4897,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,42
2294,12328,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,>4,10
2295,8749,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,33
2296,7357,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,2,34
2297,19208,city_160,0.92,Female,No relevent experience,Full time course,Graduate,STEM,5,50-99,Public Sector,2,21
2298,30257,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,107
2299,24996,city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,28
2300,27125,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,174
2301,15248,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,3,264
2302,32579,city_50,0.8959999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,never,182
2303,26103,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,19,100-500,Pvt Ltd,1,81
2304,9461,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,113
2305,4280,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,2,<10,Early Stage Startup,never,33
2306,3096,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,NGO,2,11
2307,15947,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,55
2308,15580,city_114,0.9259999999999999,Male,No relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,1,72
2309,13323,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,26
2310,29649,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,63
2311,30994,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,49
2312,25753,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,90
2313,25750,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,14
2314,6587,city_93,0.865,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,38
2315,28898,city_61,0.9129999999999999,Male,Has relevent experience,Part time course,Masters,STEM,10,50-99,NGO,>4,7
2316,28446,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,9
2317,19177,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,92
2318,29785,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,2,38
2319,1965,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,43
2320,26322,city_173,0.878,Female,No relevent experience,Full time course,Masters,STEM,13,100-500,Public Sector,never,83
2321,25819,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,never,17
2322,24381,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,14
2323,2321,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,72
2324,16161,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,16
2325,20478,city_133,0.742,Male,No relevent experience,no_enrollment,Graduate,STEM,13,50-99,NGO,>4,34
2326,28540,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,67
2327,1757,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18,500-999,Pvt Ltd,4,2
2328,7233,city_160,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,15,5000-9999,Public Sector,>4,97
2329,26246,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,No Major,7,50-99,Pvt Ltd,2,83
2330,20509,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,1,52
2331,25067,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,>4,68
2332,14335,city_42,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,2,100
2333,817,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,60
2334,10173,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,81
2335,19977,city_10,0.895,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,63
2336,20215,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,78
2337,9619,city_61,0.9129999999999999,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,10/49,Pvt Ltd,1,24
2338,23356,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,45
2339,242,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,86
2340,477,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,1,102
2341,7576,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,3,14
2342,9090,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,39
2343,29338,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Pvt Ltd,>4,53
2344,23489,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,163
2345,739,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,12
2346,5525,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,67
2347,28835,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,44
2348,13664,city_104,0.924,Male,No relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,1,70
2349,25857,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,316
2350,28597,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,59
2351,7263,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,50
2352,31911,city_75,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,36
2353,31110,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,22
2354,15660,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Pvt Ltd,1,5
2355,31891,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,7,100-500,Public Sector,2,51
2356,5075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,10/49,Funded Startup,1,56
2357,4931,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,<1,100-500,NGO,2,10
2358,27953,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,18
2359,10397,city_118,0.722,Female,Has relevent experience,Part time course,Masters,STEM,16,10000+,Public Sector,>4,22
2360,13505,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,47
2361,20236,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,40
2362,21434,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,23
2363,1372,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,10000+,Pvt Ltd,2,43
2364,6717,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,3,103
2365,17069,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Funded Startup,2,52
2366,20000,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,70
2367,13567,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Funded Startup,1,69
2368,4506,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,46
2369,25893,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,38
2370,13645,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1,47
2371,27504,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,10000+,Pvt Ltd,1,44
2372,26924,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,40
2373,18290,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,43
2374,18357,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,2,160
2375,20090,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,45
2376,26358,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,2,102
2377,33347,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,NGO,2,110
2378,4910,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Pvt Ltd,1,28
2379,30590,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,306
2380,13106,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Pvt Ltd,1,41
2381,25953,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,40
2382,4621,city_128,0.527,Female,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Early Stage Startup,1,58
2383,3631,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,18,<10,Pvt Ltd,1,15
2384,913,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Other,<1,100-500,Pvt Ltd,3,45
2385,24540,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,55
2386,22587,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,3,334
2387,12309,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,39
2388,11192,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,3,165
2389,11926,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,167
2390,3960,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,4,4
2391,31447,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,8
2393,13572,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,178
2394,10805,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,34
2395,21607,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,3,114
2396,31663,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,54
2397,831,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,12,50-99,Pvt Ltd,1,17
2398,26628,city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1,68
2399,27006,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,4,172
2400,18658,city_114,0.9259999999999999,Female,No relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,4,50
2401,26887,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,107
2402,4119,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,14
2403,2295,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,4,6
